SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,target
3.414,2.1848,0.0,0.0,0.0,0.0,0.0,18.2,2.0,1.0,0.0,0.0,2.211,1.0,7.408,0.0,1.007,1.178,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,1.618,-0.603,0.0,0.0,1.707,0.0,0.0,1.0,3.0,2.79,3.25,1.0,6.251,0.0,0.0,1
5.386,2.1526,0.0,0.0,0.0,0.0,6.0,60.0,0.0,2.0,0.0,-0.132,3.973,0.548,10.964,8.0,1.002,1.083,0.0,0.0,0.0,1.336,10.0,0.0,0.0,0.0,2.548,0.0,0.0,25.26,1.599,0.0,0.0,0.0,0.0,4.029,2.367,0.0,9.184,0.0,0.0,0
4.791,4.5316,0.0,0.0,2.0,0.0,0.0,23.1,2.0,2.0,8.0,-1.384,3.354,1.73,9.99,2.0,1.018,1.173,0.0,0.0,0.0,1.117,0.0,0.0,0.0,0.0,2.194,-0.008,0.0,20.829,2.395,0.0,0.0,2.0,6.0,3.467,3.083,4.0,8.19,0.0,0.0,1
5.051,3.532,0.0,0.0,2.0,0.0,0.0,30.0,2.0,6.0,2.0,-0.794,4.214,3.546,10.717,9.0,0.991,1.146,0.0,0.0,0.0,1.141,0.0,0.0,0.0,0.0,2.291,0.0,0.0,11.784,10.986,0.0,0.0,2.0,6.0,3.519,2.435,1.0,8.71,0.0,0.0,0
4.0,3.1669,0.0,0.0,0.0,0.0,0.0,45.5,0.0,0.0,1.0,0.0,2.737,0.0,8.623,0.0,0.988,1.121,0.0,0.0,0.0,1.287,1.0,0.0,0.0,0.0,2.0,0.137,0.0,0.0,0.667,0.0,0.0,2.0,0.0,3.482,2.167,1.0,7.627,0.0,0.0,1
4.303,3.0468,1.0,0.0,0.0,0.0,0.0,23.1,2.0,2.0,0.0,0.0,2.913,1.459,8.815,1.0,1.039,1.156,0.0,0.0,0.0,1.09,0.0,0.0,1.0,0.0,1.932,-0.244,0.0,0.0,1.745,0.0,0.0,0.0,2.0,3.579,3.407,0.0,7.899,0.0,1.0,1
5.489,3.563,0.0,0.0,0.0,2.0,4.0,37.2,7.0,1.0,0.0,0.0,3.664,1.194,11.033,4.0,0.972,1.13,0.0,0.0,0.0,1.253,1.0,0.0,0.0,0.0,2.463,0.0,0.0,0.0,1.828,0.0,1.0,0.0,1.0,3.852,2.039,0.0,8.65,0.0,0.0,0
4.732,3.271,1.0,0.0,1.0,0.0,2.0,42.9,0.0,0.0,2.0,0.0,3.202,0.875,9.579,0.0,1.005,1.121,0.0,0.0,0.0,1.312,1.0,0.0,1.0,0.0,2.194,0.045,0.0,0.0,0.854,0.0,2.0,2.0,2.0,3.903,2.431,1.0,8.466,0.0,1.0,0
4.896,3.4023,0.0,0.0,0.0,0.0,3.0,40.9,0.0,3.0,0.0,0.0,3.404,1.299,10.027,6.0,1.018,1.123,0.0,0.0,0.0,1.219,1.0,0.0,0.0,0.0,2.301,0.004,0.0,10.378,1.541,0.0,2.0,0.0,0.0,3.744,2.583,0.0,8.369,0.0,0.0,1
4.362,3.0285,0.0,0.0,0.0,0.0,0.0,27.3,3.0,2.0,0.0,0.0,2.867,1.906,9.059,2.0,0.993,1.151,0.0,0.0,0.0,1.123,0.0,0.0,0.0,0.0,2.0,-0.074,0.0,0.0,2.524,0.0,0.0,0.0,2.0,3.076,2.667,0.0,7.149,0.0,0.0,1
2.0,1.1349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.544,0.0,4.174,0.0,1.015,1.235,1.0,0.0,0.0,0.863,0.0,0.0,0.0,0.0,1.0,-1.099,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.267,4.0,2.0,4.917,0.0,0.0,0
4.923,3.5714,1.0,0.0,1.0,0.0,2.0,42.9,0.0,2.0,2.0,0.0,3.445,1.185,9.911,4.0,1.061,1.121,0.0,1.0,0.0,1.273,1.0,0.0,1.0,0.0,2.267,0.015,0.0,20.286,1.563,0.0,2.0,2.0,0.0,3.988,3.144,1.0,8.825,0.0,1.0,0
5.602,5.159,1.0,0.0,0.0,0.0,0.0,20.7,0.0,1.0,12.0,0.0,3.361,1.241,10.509,6.0,0.989,1.164,0.0,0.0,0.0,1.231,0.0,0.0,0.0,0.0,2.376,0.013,0.0,12.09,1.357,0.0,0.0,0.0,0.0,4.468,2.346,3.0,9.077,0.0,0.0,0
5.105,2.1775,0.0,0.0,0.0,0.0,0.0,35.6,0.0,7.0,0.0,-3.756,4.024,1.009,10.889,18.0,1.022,1.134,0.0,0.0,0.0,1.153,2.0,0.0,0.0,0.0,2.381,0.0,0.0,46.833,4.315,4.0,0.0,0.0,2.0,3.644,2.935,0.0,8.901,0.0,0.0,0
4.17,3.1822,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.532,2.959,0.971,8.597,0.0,1.002,1.117,0.0,0.0,0.0,1.408,0.0,0.0,0.0,0.0,1.848,0.387,0.0,0.0,1.542,0.0,0.0,0.0,1.0,4.016,2.611,1.0,8.452,0.0,0.0,0
4.965,3.6579,1.0,0.0,1.0,0.0,3.0,40.0,0.0,3.0,2.0,0.0,3.528,1.16,10.099,6.0,1.078,1.127,0.0,1.0,0.0,1.237,1.0,0.0,1.0,0.0,2.305,-0.008,0.0,20.322,1.553,0.0,3.0,2.0,1.0,3.972,3.374,1.0,8.899,0.0,1.0,0
4.499,3.1284,0.0,0.0,0.0,0.0,0.0,46.7,0.0,0.0,2.0,0.0,3.013,1.125,9.311,0.0,0.984,1.116,0.0,0.0,0.0,1.299,1.0,0.0,0.0,0.0,2.136,0.045,0.0,0.0,1.481,0.0,0.0,3.0,0.0,3.608,2.208,1.0,7.967,0.0,0.0,0
4.444,3.1402,0.0,0.0,0.0,0.0,0.0,29.6,3.0,1.0,0.0,0.0,2.946,1.891,9.202,2.0,0.973,1.146,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,2.042,0.038,0.0,0.0,2.602,0.0,0.0,0.0,1.0,3.096,2.093,0.0,7.197,0.0,0.0,1
4.517,2.7667,0.0,0.0,2.0,0.0,1.0,50.0,0.0,0.0,1.0,0.0,3.137,1.409,9.391,0.0,0.985,1.109,0.0,0.0,0.0,1.339,1.0,0.0,0.0,0.0,2.149,-0.025,0.0,0.0,2.036,0.0,0.0,1.0,0.0,3.578,2.407,1.0,8.128,0.0,0.0,1
4.404,3.5332,0.0,0.0,0.0,0.0,0.0,30.4,0.0,4.0,0.0,-0.595,3.272,2.187,9.589,6.0,1.027,1.145,0.0,0.0,0.0,1.128,0.0,0.0,0.0,0.0,2.053,0.015,0.0,21.015,3.667,0.0,0.0,0.0,0.0,3.402,2.985,0.0,8.054,0.0,0.0,1
4.236,1.599,0.0,0.0,0.0,0.0,0.0,32.8,1.0,1.0,0.0,0.0,3.78,3.974,9.949,1.0,0.967,1.14,0.0,0.0,0.0,1.189,1.0,0.0,0.0,0.0,2.236,0.0,0.0,0.0,8.475,0.0,0.0,0.0,0.0,3.322,1.611,0.0,8.211,0.0,0.0,1
4.782,2.3537,0.0,0.0,2.0,0.0,0.0,30.8,1.0,2.0,2.0,-0.638,3.243,1.273,9.947,4.0,0.998,1.147,0.0,0.0,0.0,1.141,1.0,0.0,0.0,0.0,2.251,-0.007,0.0,10.518,1.951,2.0,0.0,1.0,3.0,3.446,2.621,1.0,7.915,0.0,0.0,0
5.236,3.9153,6.0,0.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,0.0,4.045,0.799,10.434,0.0,1.133,1.076,0.0,0.0,0.0,1.408,1.0,0.0,1.0,0.0,2.414,0.004,0.0,0.0,0.873,0.0,6.0,0.0,0.0,4.337,2.889,0.0,9.676,0.0,6.0,0
4.953,3.4085,0.0,0.0,2.0,0.0,2.0,40.0,1.0,2.0,3.0,0.0,3.351,1.273,9.975,4.0,1.015,1.129,0.0,1.0,0.0,1.241,1.0,0.0,0.0,0.0,2.288,-0.008,0.0,20.772,1.602,0.0,1.0,2.0,0.0,3.853,2.803,1.0,8.521,0.0,0.0,0
4.845,3.2928,0.0,0.0,3.0,0.0,3.0,38.1,1.0,1.0,2.0,0.0,3.198,1.185,9.902,2.0,0.993,1.133,0.0,0.0,0.0,1.241,1.0,0.0,0.0,0.0,2.267,0.014,0.0,0.0,1.393,0.0,2.0,2.0,2.0,3.718,2.25,1.0,8.175,0.0,0.0,0
5.361,1.89,0.0,0.0,2.0,1.0,0.0,28.9,2.0,4.0,2.0,0.0,3.764,1.591,10.691,16.0,1.003,1.151,0.0,0.0,0.0,1.132,2.0,0.0,0.0,0.0,2.407,0.0,0.0,0.0,3.261,0.0,0.0,2.0,4.0,3.495,2.154,2.0,8.325,0.0,0.0,0
4.17,3.021,1.0,0.0,0.0,0.0,0.0,22.2,1.0,1.0,0.0,-0.259,4.279,0.971,8.597,0.0,1.029,1.14,0.0,0.0,0.0,1.495,0.0,0.0,0.0,0.0,1.848,0.396,0.0,9.583,1.542,0.0,0.0,1.0,2.0,10.692,3.257,1.0,14.218,0.0,1.0,0
4.438,3.4065,0.0,0.0,0.0,0.0,0.0,26.1,3.0,1.0,0.0,0.0,2.85,1.561,9.104,0.0,0.983,1.157,0.0,0.0,0.0,1.122,0.0,0.0,0.0,0.0,2.029,-0.073,0.0,0.0,2.054,0.0,0.0,3.0,1.0,3.137,2.25,1.0,7.167,0.0,0.0,0
5.318,2.361,0.0,0.0,2.0,0.0,5.0,53.8,0.0,2.0,2.0,-0.252,3.801,0.682,10.772,8.0,1.011,1.099,0.0,0.0,0.0,1.296,6.0,0.0,0.0,0.0,2.508,0.0,0.0,24.37,1.393,0.0,1.0,2.0,2.0,3.955,2.569,1.0,8.963,0.0,0.0,0
4.844,2.3785,0.0,0.0,0.0,0.0,3.0,50.0,0.0,3.0,0.0,-0.439,3.716,0.625,10.35,9.0,1.015,1.104,0.0,0.0,0.0,1.266,2.0,0.0,0.0,0.0,2.286,0.0,0.0,11.622,3.405,0.0,2.0,0.0,1.0,3.736,2.573,0.0,8.765,1.0,0.0,1
5.26,2.4916,5.0,0.0,0.0,0.0,6.0,37.5,1.0,2.0,0.0,-0.416,4.387,2.929,10.814,5.0,1.013,1.124,0.0,0.0,0.0,1.281,1.0,0.0,1.0,0.0,2.438,0.0,0.0,11.973,6.971,0.0,6.0,0.0,0.0,4.295,2.389,0.0,9.725,0.0,5.0,0
5.462,2.4473,0.0,2.0,11.0,2.0,6.0,40.8,6.0,1.0,12.0,0.0,4.083,1.008,11.343,3.0,0.987,1.128,0.0,0.0,0.0,1.289,4.0,0.0,0.0,1.0,2.506,0.0,0.0,0.0,2.666,0.0,2.0,10.0,1.0,4.02,2.104,3.0,9.254,0.0,0.0,0
4.918,2.3933,0.0,2.0,6.0,0.0,0.0,21.7,0.0,2.0,10.0,0.0,3.482,1.116,10.266,4.0,1.045,1.184,0.0,0.0,0.0,1.136,3.0,0.0,0.0,0.0,2.376,0.001,0.0,20.532,1.651,0.0,0.0,4.0,0.0,3.535,2.731,6.0,8.314,0.0,0.0,1
4.214,2.904,0.0,0.0,2.0,0.0,0.0,22.2,1.0,0.0,0.0,0.0,2.565,1.459,8.755,0.0,0.979,1.171,0.0,0.0,0.0,1.143,0.0,0.0,0.0,0.0,1.902,-0.213,0.0,0.0,2.052,0.0,0.0,2.0,2.0,3.07,2.167,2.0,6.918,0.0,0.0,0
5.646,4.4339,3.0,0.0,0.0,2.0,0.0,26.7,3.0,1.0,0.0,0.0,3.465,0.811,10.505,0.0,1.048,1.141,0.0,0.0,1.0,1.264,0.0,0.0,1.0,0.0,2.303,-0.08,0.0,0.0,1.411,0.0,0.0,0.0,1.0,4.26,3.104,0.0,8.986,0.0,3.0,0
4.562,2.931,0.0,1.0,0.0,0.0,0.0,33.3,0.0,2.0,2.0,-0.603,3.052,0.875,9.54,2.0,1.062,1.153,1.0,0.0,0.0,1.166,1.0,0.0,0.0,0.0,2.17,0.05,0.0,20.392,1.14,0.0,0.0,4.0,2.0,3.587,3.292,2.0,8.026,0.0,0.0,0
4.303,2.9558,0.0,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,0.0,2.608,1.459,8.815,2.0,1.005,1.156,0.0,0.0,0.0,1.056,0.0,0.0,0.0,0.0,1.932,-0.229,0.0,0.0,1.745,0.0,0.0,0.0,2.0,3.083,3.056,0.0,6.914,0.0,0.0,1
4.828,2.2467,0.0,0.0,0.0,0.0,2.0,50.0,0.0,4.0,0.0,-1.417,3.838,0.584,10.424,10.0,1.026,1.104,0.0,0.0,0.0,1.248,2.0,0.0,0.0,0.0,2.265,0.0,0.0,22.962,4.401,0.0,0.0,0.0,0.0,3.715,2.648,0.0,8.88,0.0,0.0,1
5.38,2.1089,0.0,0.0,0.0,0.0,0.0,40.0,3.0,3.0,0.0,0.787,3.73,1.0,10.919,8.0,0.998,1.125,0.0,0.0,0.0,1.237,6.0,0.0,0.0,0.0,2.596,0.0,0.0,23.572,1.434,5.0,0.0,0.0,0.0,3.795,2.353,0.0,8.688,0.0,0.0,0
4.17,3.6206,0.0,0.0,0.0,0.0,0.0,28.6,0.0,3.0,0.0,-1.426,2.612,0.971,8.597,0.0,1.124,1.149,0.0,0.0,0.0,1.095,0.0,0.0,0.0,0.0,1.848,0.481,0.0,17.905,1.542,0.0,0.0,0.0,1.0,3.427,4.733,0.0,7.521,0.0,0.0,1
5.31,2.7525,2.0,1.0,6.0,1.0,4.0,37.5,5.0,3.0,8.0,-0.278,4.14,1.251,11.115,8.0,1.02,1.131,0.0,0.0,0.0,1.26,2.0,0.0,1.0,0.0,2.473,0.0,0.0,12.059,3.069,0.0,4.0,6.0,0.0,4.063,2.446,2.0,9.397,0.0,2.0,0
5.493,2.0841,0.0,0.0,12.0,6.0,12.0,38.1,18.0,6.0,15.0,-2.283,4.908,0.97,12.308,24.0,0.988,1.131,0.0,0.0,0.0,1.248,4.0,0.0,0.0,0.0,2.525,0.0,0.0,44.045,3.898,0.0,3.0,3.0,3.0,3.918,2.281,3.0,9.972,0.0,0.0,0
4.732,3.3319,0.0,0.0,0.0,0.0,2.0,42.9,0.0,2.0,0.0,0.0,3.025,0.875,9.579,4.0,1.022,1.119,0.0,0.0,0.0,1.219,1.0,0.0,0.0,0.0,2.194,0.047,0.0,0.0,0.854,0.0,2.0,0.0,2.0,3.67,2.917,0.0,8.008,0.0,0.0,1
5.236,3.8074,0.0,0.0,0.0,1.0,0.0,23.8,3.0,2.0,1.0,0.0,2.89,1.406,9.967,4.0,1.003,1.162,0.0,0.0,0.0,1.066,0.0,0.0,0.0,0.0,2.189,-0.078,0.0,0.0,1.309,0.0,0.0,3.0,4.0,3.311,2.969,1.0,7.37,0.0,0.0,0
5.029,3.701,2.0,0.0,1.0,0.0,3.0,42.9,0.0,2.0,2.0,0.0,3.647,1.16,10.122,4.0,1.084,1.117,0.0,1.0,0.0,1.297,1.0,0.0,1.0,0.0,2.318,-0.008,0.0,20.473,1.572,0.0,3.0,2.0,0.0,4.106,3.202,1.0,9.12,0.0,2.0,0
4.77,2.4954,0.0,0.0,0.0,0.0,0.0,38.5,2.0,0.0,0.0,2.904,3.133,1.185,9.882,0.0,0.964,1.128,0.0,0.0,0.0,1.272,1.0,0.0,0.0,0.0,2.236,0.012,0.0,0.0,1.74,1.0,0.0,0.0,0.0,3.454,1.817,0.0,7.92,0.0,0.0,1
4.414,3.1554,0.0,0.0,0.0,0.0,0.0,42.9,1.0,0.0,2.0,0.0,2.868,0.802,9.183,0.0,0.982,1.125,0.0,0.0,0.0,1.298,1.0,0.0,0.0,0.0,2.101,-0.077,0.0,0.0,0.975,0.0,0.0,2.0,0.0,3.573,2.095,1.0,7.817,0.0,0.0,0
4.399,3.3815,1.0,0.0,0.0,0.0,0.0,32.6,2.0,4.0,0.0,-0.214,4.632,4.491,10.776,8.0,0.974,1.138,0.0,0.0,0.0,1.206,0.0,0.0,0.0,0.0,2.08,0.0,0.0,23.914,17.537,0.0,0.0,0.0,0.0,3.646,1.855,0.0,9.204,0.0,0.0,1
4.334,3.6944,0.0,0.0,0.0,0.0,0.0,33.3,1.0,2.0,0.0,-0.359,2.838,1.557,8.944,3.0,1.013,1.139,0.0,0.0,0.0,1.178,0.0,0.0,0.0,0.0,1.97,0.15,0.0,10.072,2.195,0.0,0.0,0.0,0.0,3.421,2.952,0.0,7.598,0.0,0.0,1
4.499,2.125,0.0,0.0,0.0,0.0,0.0,33.3,1.0,0.0,0.0,0.0,2.843,1.125,9.311,0.0,0.961,1.138,0.0,0.0,0.0,1.199,1.0,0.0,0.0,0.0,2.136,0.034,0.0,0.0,1.481,1.0,0.0,0.0,0.0,3.15,1.542,0.0,7.158,0.0,0.0,0
5.103,3.9386,1.0,0.0,3.0,0.0,4.0,33.3,0.0,4.0,6.0,0.0,3.761,1.197,10.456,8.0,1.101,1.15,0.0,2.0,0.0,1.217,1.0,0.0,1.0,0.0,2.38,0.001,0.0,41.432,1.74,0.0,4.0,6.0,2.0,4.048,3.627,3.0,9.191,0.0,1.0,0
5.098,3.6085,0.0,0.0,0.0,1.0,0.0,27.3,4.0,2.0,0.0,0.0,2.876,1.5,9.872,0.0,0.993,1.151,0.0,0.0,0.0,1.122,0.0,0.0,0.0,0.0,2.112,-0.077,0.0,0.0,2.472,0.0,0.0,0.0,1.0,3.304,2.469,0.0,7.433,0.0,0.0,0
4.414,3.81,1.0,0.0,0.0,0.0,0.0,28.6,2.0,2.0,0.0,-0.741,3.059,1.379,9.222,1.0,1.037,1.145,0.0,0.0,0.0,1.195,0.0,0.0,1.0,0.0,2.0,0.149,0.0,9.797,2.133,0.0,0.0,0.0,0.0,3.822,3.087,0.0,8.259,0.0,1.0,0
4.947,5.2014,6.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,-0.481,3.939,1.371,9.956,0.0,1.159,1.091,0.0,0.0,0.0,1.396,0.0,0.0,1.0,0.0,2.214,-0.028,0.0,0.0,2.232,0.0,0.0,0.0,0.0,4.288,3.133,0.0,9.591,0.0,6.0,0
5.402,3.7849,1.0,0.0,1.0,1.0,3.0,41.2,1.0,2.0,3.0,0.0,3.76,1.197,10.666,4.0,1.133,1.184,0.0,1.0,1.0,1.15,1.0,0.0,1.0,0.0,2.403,0.001,0.0,20.484,1.679,0.0,2.0,2.0,0.0,3.991,4.026,1.0,9.077,0.0,4.0,0
4.362,3.2686,0.0,0.0,0.0,0.0,0.0,23.8,2.0,2.0,0.0,0.0,2.882,1.906,9.059,0.0,1.003,1.162,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,2.0,-0.079,0.0,0.0,2.524,0.0,0.0,2.0,2.0,3.13,2.75,1.0,7.228,0.0,0.0,0
5.333,4.5365,1.0,0.0,0.0,0.0,0.0,31.7,4.0,0.0,0.0,0.0,4.785,3.105,10.724,0.0,0.959,1.136,0.0,0.0,0.0,1.292,0.0,0.0,0.0,0.0,2.309,0.0,0.0,0.0,3.559,0.0,0.0,0.0,0.0,10.319,1.528,0.0,14.007,0.0,0.0,0
5.006,3.7359,0.0,0.0,2.0,0.0,3.0,36.8,1.0,4.0,5.0,0.0,3.576,1.23,10.309,8.0,1.067,1.14,0.0,2.0,0.0,1.216,1.0,0.0,0.0,0.0,2.338,-0.002,0.0,41.299,1.873,0.0,2.0,4.0,0.0,3.936,3.462,2.0,8.914,0.0,0.0,0
4.796,3.4398,0.0,0.0,2.0,0.0,2.0,37.5,0.0,2.0,4.0,0.0,3.288,1.185,9.882,4.0,1.039,1.14,0.0,1.0,0.0,1.224,1.0,0.0,0.0,0.0,2.243,0.015,0.0,20.206,1.686,0.0,2.0,4.0,2.0,3.837,3.133,2.0,8.506,0.0,0.0,0
4.895,3.4879,1.0,0.0,1.0,0.0,3.0,41.2,1.0,2.0,2.0,0.0,3.512,1.16,10.099,4.0,1.043,1.124,0.0,1.0,0.0,1.278,1.0,0.0,1.0,0.0,2.292,-0.008,0.0,20.423,1.696,0.0,2.0,2.0,0.0,3.974,3.01,1.0,8.886,0.0,1.0,0
3.618,2.4524,0.0,0.0,0.0,0.0,0.0,30.8,1.0,1.0,0.0,0.0,2.452,1.522,7.853,1.0,0.989,1.144,0.0,0.0,0.0,1.189,0.0,0.0,0.0,0.0,1.732,0.363,0.0,9.405,2.094,0.0,0.0,0.0,0.0,3.058,2.8,0.0,6.889,0.0,0.0,1
4.543,2.5935,0.0,0.0,2.0,0.0,1.0,40.9,1.0,1.0,2.0,0.008,3.298,1.705,9.722,1.0,0.993,1.127,0.0,0.0,0.0,1.253,1.0,0.0,0.0,0.0,2.166,-0.008,0.0,10.506,2.905,0.0,0.0,2.0,1.0,3.567,2.394,1.0,8.223,0.0,0.0,1
4.562,3.17,0.0,0.0,1.0,0.0,2.0,40.0,0.0,1.0,2.0,0.0,3.011,0.875,9.54,2.0,1.005,1.13,0.0,0.0,0.0,1.226,1.0,0.0,0.0,0.0,2.17,0.046,0.0,0.0,1.14,0.0,2.0,2.0,3.0,3.639,2.667,1.0,7.986,0.0,0.0,0
4.38,3.3651,0.0,2.0,4.0,0.0,0.0,23.1,0.0,2.0,4.0,-0.439,3.343,2.252,9.65,2.0,1.018,1.173,2.0,0.0,0.0,1.115,0.0,0.0,0.0,0.0,2.047,-0.008,0.0,21.129,4.178,0.0,0.0,4.0,6.0,3.366,3.028,4.0,8.066,0.0,0.0,0
5.979,2.4858,0.0,0.0,5.0,5.0,6.0,37.5,8.0,4.0,6.0,-3.631,4.672,1.621,11.98,10.0,1.033,1.162,0.0,0.0,1.0,1.152,2.0,0.0,0.0,0.0,2.508,0.0,0.0,24.703,7.425,0.0,4.0,6.0,3.0,3.867,3.161,2.0,9.671,0.0,7.0,0
4.709,4.1448,4.0,0.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.674,3.751,1.792,10.014,0.0,0.997,1.115,0.0,0.0,0.0,1.399,0.0,0.0,0.0,0.0,2.152,-0.007,0.0,0.0,3.444,0.0,0.0,0.0,0.0,4.33,2.194,2.0,9.389,0.0,0.0,0
5.216,1.781,0.0,0.0,3.0,1.0,0.0,38.8,4.0,4.0,3.0,1.53,4.066,1.092,11.197,15.0,1.0,1.129,0.0,0.0,0.0,1.225,4.0,0.0,0.0,0.0,2.613,0.0,0.0,37.047,4.681,2.0,0.0,2.0,0.0,3.848,2.413,1.0,9.13,0.0,0.0,0
5.69,2.3056,0.0,0.0,8.0,1.0,2.0,48.4,0.0,2.0,6.0,-0.826,3.889,0.565,10.94,5.0,1.009,1.113,0.0,0.0,0.0,1.277,3.0,0.0,0.0,0.0,2.55,0.0,0.0,23.886,1.935,1.0,0.0,4.0,2.0,3.857,2.469,2.0,8.961,0.0,0.0,0
4.843,2.7944,0.0,0.0,1.0,0.0,2.0,34.4,0.0,5.0,1.0,-0.929,3.729,2.297,10.299,7.0,1.029,1.139,0.0,0.0,0.0,1.153,1.0,0.0,0.0,0.0,2.268,0.0,0.0,10.307,4.371,0.0,2.0,0.0,3.0,3.681,2.755,1.0,8.613,0.0,0.0,0
3.919,3.1183,0.0,0.0,0.0,0.0,0.0,27.6,2.0,3.0,0.0,0.0,3.178,2.55,9.002,1.0,0.998,1.151,0.0,0.0,0.0,1.116,0.0,0.0,0.0,0.0,1.932,0.014,0.0,0.0,4.489,0.0,0.0,0.0,1.0,3.056,2.318,0.0,7.456,0.0,0.0,1
5.256,2.8227,0.0,0.0,0.0,1.0,0.0,37.5,3.0,1.0,0.0,1.509,3.163,0.861,10.335,2.0,0.98,1.13,0.0,0.0,0.0,1.277,1.0,0.0,0.0,0.0,2.327,0.012,0.0,11.013,1.037,0.0,0.0,0.0,0.0,3.597,2.258,0.0,8.072,0.0,0.0,0
4.303,3.16,2.0,0.0,0.0,0.0,0.0,33.3,1.0,0.0,0.0,0.0,3.13,1.459,8.815,0.0,1.015,1.129,0.0,0.0,0.0,1.308,0.0,0.0,1.0,0.0,1.932,-0.227,0.0,0.0,1.745,0.0,0.0,0.0,0.0,3.772,2.676,0.0,8.437,0.0,2.0,0
4.641,3.0954,0.0,0.0,4.0,0.0,2.0,57.1,0.0,0.0,4.0,0.0,3.292,1.261,9.714,0.0,1.006,1.101,0.0,0.0,0.0,1.35,1.0,0.0,0.0,0.0,2.214,0.015,0.0,0.0,1.783,0.0,0.0,2.0,0.0,3.726,2.833,2.0,8.435,0.0,0.0,0
3.966,2.9244,0.0,0.0,2.0,0.0,0.0,30.8,2.0,0.0,2.0,0.0,3.545,3.146,9.522,0.0,0.964,1.145,0.0,0.0,0.0,1.194,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,6.909,0.0,0.0,2.0,1.0,3.005,1.618,1.0,7.749,0.0,0.0,1
5.267,3.9658,4.0,0.0,4.0,0.0,6.0,57.1,0.0,0.0,4.0,0.0,4.005,1.197,10.51,0.0,1.099,1.085,0.0,0.0,0.0,1.402,1.0,0.0,1.0,0.0,2.438,0.001,0.0,0.0,1.254,0.0,4.0,2.0,0.0,4.254,3.103,2.0,9.543,0.0,4.0,0
4.975,3.2319,0.0,0.0,2.0,0.0,2.0,37.9,2.0,2.0,1.0,-0.432,3.525,1.733,10.222,6.0,0.998,1.132,0.0,0.0,0.0,1.222,1.0,0.0,0.0,0.0,2.311,0.001,0.0,11.023,2.571,0.0,1.0,0.0,1.0,3.713,2.381,1.0,8.464,0.0,0.0,0
3.414,2.3729,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,2.263,1.0,7.408,1.0,0.998,1.146,0.0,0.0,0.0,1.142,0.0,0.0,0.0,0.0,1.618,-0.589,0.0,9.174,1.707,0.0,0.0,0.0,0.0,3.038,3.125,0.0,6.735,0.0,0.0,1
6.316,7.7233,0.0,0.0,0.0,11.0,0.0,31.6,1.0,2.0,0.0,-4.617,4.645,1.747,12.353,2.0,1.291,1.348,0.0,0.0,1.0,0.906,0.0,0.0,0.0,0.0,2.69,0.0,0.0,9.855,5.094,0.0,0.0,0.0,1.0,3.993,5.741,0.0,9.673,0.0,23.0,0
4.562,3.8122,0.0,0.0,0.0,0.0,0.0,33.3,1.0,2.0,0.0,-0.759,2.723,0.918,9.184,4.0,1.025,1.139,0.0,0.0,0.0,1.179,0.0,0.0,0.0,0.0,2.0,-0.258,0.0,9.6,1.521,0.0,0.0,0.0,1.0,3.511,3.556,0.0,7.676,0.0,0.0,1
4.414,3.1806,0.0,0.0,0.0,0.0,0.0,42.9,1.0,0.0,1.0,0.0,2.868,0.802,9.183,0.0,0.982,1.125,0.0,0.0,0.0,1.295,1.0,0.0,0.0,0.0,2.101,-0.077,0.0,0.0,0.975,0.0,0.0,3.0,0.0,3.579,2.095,1.0,7.821,0.0,0.0,0
4.303,3.5568,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,2.774,0.862,9.067,0.0,1.041,1.199,0.0,0.0,0.0,1.194,1.0,0.0,0.0,1.0,2.115,0.15,0.0,0.0,0.956,0.0,0.0,2.0,3.0,3.662,2.694,4.0,7.859,0.0,0.0,0
4.835,2.2543,0.0,0.0,3.0,0.0,3.0,53.8,0.0,0.0,4.0,0.0,3.666,0.0,10.423,0.0,0.982,1.099,0.0,0.0,0.0,1.354,4.0,0.0,0.0,1.0,2.417,0.0,0.0,0.0,2.345,0.0,0.0,4.0,1.0,3.942,1.944,1.0,8.839,0.0,0.0,0
